stn;time;prestah0;tre200h0;rre150h0;su2000h0
RUE;2022042604;941.8;6.9;0.4;0
RUE;2022042605;942.2;6.2;2.1;0
RUE;2022042606;942.3;5.7;1.8;0
RUE;2022042607;943;5.6;1.8;0
RUE;2022042608;943.7;5.9;0.7;0
RUE;2022042609;944.1;6.8;0.1;0.1
RUE;2022042610;944.9;8.6;0;0.5
RUE;2022042611;945;9.8;0;0.4
RUE;2022042612;945.1;10.8;0;0.6
RUE;2022042613;945.3;10.7;0;0.3
RUE;2022042614;945.3;11.2;0;0.3
RUE;2022042615;945.3;11.5;0;0.2
RUE;2022042616;945.4;11.7;0;0.3
RUE;2022042617;945.4;11.6;0;0.8
RUE;2022042618;945.7;10.6;0;0.4
RUE;2022042619;946.4;9.6;0;0
RUE;2022042620;947;8.8;0;0
RUE;2022042621;947.2;8.4;0;0
RUE;2022042622;947.6;7.4;0;0
RUE;2022042623;947.8;6.5;0;0
RUE;2022042700;948;6.1;0;0
RUE;2022042701;947.9;5.9;0;0
RUE;2022042702;948;5.5;0;0
RUE;2022042703;948.2;4.9;0;0
RUE;2022042704;948.3;4.3;0;0
RUE;2022042705;948.6;3.9;0;0
RUE;2022042706;949;4.5;0;0.5
RUE;2022042707;949.2;5.5;0;1
RUE;2022042708;949.5;7.5;0;1
RUE;2022042709;949.6;9.1;0;1
RUE;2022042710;949.8;10.4;0;0.9
RUE;2022042711;950;11.4;0;0.9
RUE;2022042712;950;12.4;0;0.9
RUE;2022042713;949.8;13;0;1
RUE;2022042714;949.6;13.4;0;1
RUE;2022042715;949.4;13.8;0;1
RUE;2022042716;949.4;13.8;0;1
RUE;2022042717;949.6;13.4;0;1
RUE;2022042718;949.8;12.5;0;1
RUE;2022042719;950.2;11;0;0
RUE;2022042720;950.6;9.9;0;0
RUE;2022042721;950.9;9.3;0;0
RUE;2022042722;951.1;8.6;0;0
RUE;2022042723;951.4;7.8;0;0
RUE;2022042800;951.5;7.3;0;0
RUE;2022042801;951.5;6.8;0;0
RUE;2022042802;951.4;6.9;0;0
RUE;2022042803;951.5;7;0;0
RUE;2022042804;951.7;6;0;0
RUE;2022042805;952.1;5.9;0;0.2
RUE;2022042806;952.6;7;0;1
RUE;2022042807;953.1;8;0;1
RUE;2022042808;953.4;9.5;0;1
RUE;2022042809;953.7;11;0;1
RUE;2022042810;953.9;12.9;0;1
RUE;2022042811;953.8;14.4;0;1
RUE;2022042812;953.9;15.4;0;1
RUE;2022042813;953.9;16;0;1
RUE;2022042814;953.6;16.6;0;1
RUE;2022042815;953.3;16.9;0;1
RUE;2022042816;953.2;17;0;1
RUE;2022042817;953.2;16.4;0;1
RUE;2022042818;953.6;14.9;0;1
RUE;2022042819;954;13.7;0;0
RUE;2022042820;954.4;12.6;0;0
RUE;2022042821;954.6;12;0;0
RUE;2022042822;954.8;10.8;0;0
RUE;2022042823;954.9;10.2;0;0
RUE;2022042900;954.7;9.4;0;0
RUE;2022042901;954.4;8.8;0;0
RUE;2022042902;954;8.6;0;0
RUE;2022042903;953.5;8.2;0;0
RUE;2022042904;953.2;8;0;0
RUE;2022042905;953.3;8.1;0;0
RUE;2022042906;953.7;8;0;0.4
RUE;2022042907;953.7;9.2;0;0.6
RUE;2022042908;953.6;11;0;1
RUE;2022042909;953.5;12.5;0;1
RUE;2022042910;953.3;13.9;0;1
RUE;2022042911;952.9;15.5;0;1
RUE;2022042912;952.5;16.3;0;1
RUE;2022042913;952.1;16.4;0;0.2
RUE;2022042914;951.8;17;0;0.6
RUE;2022042915;951.7;16.6;0;0.4
RUE;2022042916;951.8;15.6;0;0.1
RUE;2022042917;951.7;15.2;0;0
RUE;2022042918;951.5;14.1;0;0
RUE;2022042919;951.5;13;0;0
RUE;2022042920;952;12.4;0;0
RUE;2022042921;952.1;12.1;0;0
RUE;2022042922;951.9;11.7;0;0
RUE;2022042923;951.6;11.4;0;0
RUE;2022043000;951.3;11.3;0;0
RUE;2022043001;951;10.9;0;0
RUE;2022043002;950.8;10.4;0;0
RUE;2022043003;950.5;10;0;0
RUE;2022043004;950.4;9.7;0;0
RUE;2022043005;950.4;9.3;0;0
RUE;2022043006;950.6;9.2;0;0
RUE;2022043007;950.9;9.9;0;0.6
RUE;2022043008;950.9;10.9;0;0.5
RUE;2022043009;950.9;12.3;0;1
RUE;2022043010;950.7;12.8;0;0.5
RUE;2022043011;950.2;13.2;0;0.3
RUE;2022043012;949.7;14.1;0;0.5
RUE;2022043013;949.1;14;0;0.1
RUE;2022043014;949.2;13.4;0;0.3
RUE;2022043015;950.3;9.3;0;0
RUE;2022043016;949.8;10.3;0;0.2
RUE;2022043017;949.6;11.6;0;1
RUE;2022043018;949.7;11;0;0.5
RUE;2022043019;950;9.2;1.8;0
RUE;2022043020;950.3;8.1;0;0
RUE;2022043021;950.4;7.6;0;0
RUE;2022043022;950.3;7.4;0;0
RUE;2022043023;950.2;7.5;0;0
RUE;2022050100;950;7.5;0;0
RUE;2022050101;949.8;7.7;0;0
RUE;2022050102;949.6;7.2;0;0
RUE;2022050103;949.4;6.5;0;0
RUE;2022050104;949.1;6.2;0;0
RUE;2022050105;949.1;6;0;0
RUE;2022050106;949.4;6.1;0;0
RUE;2022050107;949.6;6.4;0;0
RUE;2022050108;949.5;7;0;0
RUE;2022050109;949.4;8.7;0;0.6
RUE;2022050110;949.5;9.4;0;0.2
RUE;2022050111;949.2;10.9;0;1
RUE;2022050112;948.7;11.9;0;0.9
RUE;2022050113;948.2;13.2;0;0.9
RUE;2022050114;947.7;14.1;0;1
RUE;2022050115;947.1;14.4;0;1
RUE;2022050116;946.8;14.8;0;1
RUE;2022050117;946.7;14.4;0;1
RUE;2022050118;946.6;13.5;0;0.9
RUE;2022050119;947;12.1;0;0
RUE;2022050120;947.3;11.1;0;0
RUE;2022050121;947.4;10.5;0;0
RUE;2022050122;947.1;9.6;0;0
RUE;2022050123;946.8;8.8;0;0
RUE;2022050200;946.5;8.5;0;0
RUE;2022050201;946;7.9;0;0
RUE;2022050202;945.8;7.4;0;0
RUE;2022050203;945.5;7;0;0
RUE;2022050204;945.2;6.3;0;0
RUE;2022050205;945;6.3;0;0.3
RUE;2022050206;945.1;7.2;0;1
RUE;2022050207;945.2;9;0;1
RUE;2022050208;945.2;10.6;0;1
RUE;2022050209;945.1;12.3;0;1
RUE;2022050210;944.9;13.7;0;1
RUE;2022050211;944.6;14.6;0;1
RUE;2022050212;944.3;15.4;0;1
RUE;2022050213;944;16.4;0;1
RUE;2022050214;943.6;17.3;0;0.7
RUE;2022050215;943.3;16.2;0;0.2
RUE;2022050216;943.1;15.9;0;0
RUE;2022050217;943;15.2;0;0
RUE;2022050218;943.1;14.4;0;0
RUE;2022050219;943.4;14;0;0
RUE;2022050220;943.8;12.9;0;0
RUE;2022050221;944;12.1;0;0
RUE;2022050222;943.9;11.7;0;0
RUE;2022050223;943.9;11.4;0;0
RUE;2022050300;943.8;10.6;0;0
RUE;2022050301;943.5;10.5;0;0
RUE;2022050302;943.3;10.2;0;0
RUE;2022050303;943.3;10.2;0;0
RUE;2022050304;943.2;9.8;0;0
RUE;2022050305;943.4;9.4;0;0
RUE;2022050306;943.8;10.3;0;0.7
RUE;2022050307;944;11.9;0;1
RUE;2022050308;944.3;13;0;1
RUE;2022050309;944.5;14.5;0;1
RUE;2022050310;944.6;14.7;0;0.3
RUE;2022050311;944.4;13.9;0;0
RUE;2022050312;944;15.3;0;0.3
RUE;2022050313;943.6;17.6;0;0.8
RUE;2022050314;943.3;16.9;0;0.1
RUE;2022050315;943.5;15.6;0;0
RUE;2022050316;943.4;15.5;0;0.7
RUE;2022050317;943.8;14.4;0;1
RUE;2022050318;943.9;14;0;1
RUE;2022050319;944.1;12.9;0;0
RUE;2022050320;944.8;11.8;0;0
RUE;2022050321;945.2;11.3;0;0
RUE;2022050322;945.3;11.6;0;0
RUE;2022050323;945.5;11.6;0;0
RUE;2022050400;945.5;11.3;0;0
RUE;2022050401;945.4;10.3;0;0
RUE;2022050402;945.4;10.2;0;0
RUE;2022050403;945.4;9.4;0;0
RUE;2022050404;945.4;9.2;0;0
RUE;2022050405;945.5;8.9;0;0
RUE;2022050406;945.7;9.3;0;0
RUE;2022050407;945.9;11.1;0;0.4
RUE;2022050408;946.1;13.7;0;1
RUE;2022050409;946.2;15.3;0;1
RUE;2022050410;946;15.8;0;0.8
RUE;2022050411;945.6;16.3;0;0.6
RUE;2022050412;945.5;15.7;2;0.3
RUE;2022050413;945.6;12.8;0.5;0
RUE;2022050414;945.6;14.7;0;0.3
RUE;2022050415;945.9;12.9;0.3;0
RUE;2022050416;945.6;14.2;0;1
RUE;2022050417;945.5;15.2;0;0.9
RUE;2022050418;945.8;13.8;0;0.1
RUE;2022050419;946.4;11.8;0.2;0
RUE;2022050420;946.9;10.1;0;0
RUE;2022050421;947.2;10;0;0
RUE;2022050422;947.5;9.9;0;0
RUE;2022050423;947.9;9.6;0;0
RUE;2022050500;947.9;9.6;0;0
RUE;2022050501;948;9.6;0.2;0
RUE;2022050502;947.8;9.5;0.1;0
RUE;2022050503;947.8;9.4;0;0
RUE;2022050504;947.6;9.2;0;0
RUE;2022050505;947.8;9.2;0;0
RUE;2022050506;948.1;9.6;0;0
RUE;2022050507;948.5;9.9;0;0
RUE;2022050508;948.8;10.1;0;0
RUE;2022050509;948.9;10.3;0;0
RUE;2022050510;949.2;10;0.2;0
RUE;2022050511;949.3;10.1;0.8;0
RUE;2022050512;949.3;10.2;1.2;0
RUE;2022050513;949.2;9.7;1.7;0
RUE;2022050514;949.3;9.4;0.8;0
RUE;2022050515;949.4;9.3;1.7;0
RUE;2022050516;949.6;9.1;1;0
RUE;2022050517;949.7;9.1;0.2;0
RUE;2022050518;949.9;9.2;0;0
RUE;2022050519;950.3;9.2;0.3;0
RUE;2022050520;950.7;9.1;0.4;0
RUE;2022050521;951.2;9;1;0
RUE;2022050522;951.2;8.9;0.6;0
RUE;2022050523;951.1;8.9;0.2;0
RUE;2022050600;950.9;8.9;0.6;0
RUE;2022050601;950.6;8.8;1.3;0
RUE;2022050602;950.4;8.8;0.6;0
RUE;2022050603;950.2;8.8;0.3;0
RUE;2022050604;950.1;8.8;0.6;0
RUE;2022050605;950.2;8.8;0.7;0
RUE;2022050606;950.4;8.8;0.3;0
RUE;2022050607;950.4;9.2;0;0
RUE;2022050608;950.6;9.6;0;0
RUE;2022050609;950.8;9.3;1.2;0
RUE;2022050610;951.1;9.5;0;0
RUE;2022050611;951.3;9.7;0;0
RUE;2022050612;951.3;10.3;0;0
RUE;2022050613;951.2;11;0;0
RUE;2022050614;951.2;11.4;0;0
RUE;2022050615;951.1;12.3;0;0
RUE;2022050616;951.1;11.9;1.2;0
RUE;2022050617;951.1;11.7;0.6;0
RUE;2022050618;951.3;11.3;0.1;0
RUE;2022050619;951.4;10.8;0;0
RUE;2022050620;951.8;10.5;0;0
RUE;2022050621;952;10.2;0;0
RUE;2022050622;951.9;10.3;0;0
RUE;2022050623;951.7;10.2;0;0
RUE;2022050700;951.4;10;0;0
RUE;2022050701;951;9.7;0;0
RUE;2022050702;950.7;9.4;0;0
RUE;2022050703;950.5;8.6;0;0
RUE;2022050704;950.6;7.6;0.1;0
RUE;2022050705;950.5;7.2;0;0
RUE;2022050706;950.9;7.9;0;0
RUE;2022050707;951;9.6;0;0.3
RUE;2022050708;951;11.1;0;0.4
RUE;2022050709;951.1;12;0;0
RUE;2022050710;951;13.1;0;0.1
RUE;2022050711;950.7;14.9;0;0.6
RUE;2022050712;950.3;16.1;0;0.8
RUE;2022050713;949.9;16.3;0;0.5
RUE;2022050714;949.5;16.2;0.1;0.7
RUE;2022050715;949.1;17.3;0;0.8
RUE;2022050716;948.7;16.8;0;0.4
RUE;2022050717;949;13.8;1.5;0
RUE;2022050718;949.3;12.7;0;0
RUE;2022050719;949.6;12.3;0;0
RUE;2022050720;950;12;0;0
RUE;2022050721;950.3;11.9;0;0
RUE;2022050722;950.3;11.9;0;0
RUE;2022050723;950.1;11.7;0;0
RUE;2022050800;950;11.5;0;0
RUE;2022050801;949.8;11.2;0;0
RUE;2022050802;949.6;11.2;0;0
RUE;2022050803;949.5;11.1;0;0
RUE;2022050804;949.4;10.7;0;0
RUE;2022050805;949.5;10.6;0;0
RUE;2022050806;949.8;11.1;0;0.4
RUE;2022050807;950.1;12.3;0;0.9
RUE;2022050808;950.3;12.8;0;0.1
RUE;2022050809;950.4;13.8;0;0.1
RUE;2022050810;950.5;14.2;0;0.1
RUE;2022050811;950.5;15.4;0;0.3
RUE;2022050812;950.5;15.4;0;0
RUE;2022050813;950.5;15.8;0;0
RUE;2022050814;950.5;15.8;0;0
RUE;2022050815;950.3;16;0;0
RUE;2022050816;950.3;15.7;0;0
RUE;2022050817;950.5;15.3;0;0
RUE;2022050818;950.5;15;0;0
RUE;2022050819;950.8;14.5;0;0
RUE;2022050820;951.3;13.8;0;0
RUE;2022050821;951.7;13.2;0;0
RUE;2022050822;951.9;12.7;0;0
RUE;2022050823;951.9;12;0;0
RUE;2022050900;951.7;12.1;0;0
RUE;2022050901;951.6;11.9;0;0
RUE;2022050902;951.6;11.3;0;0
RUE;2022050903;951.7;11.8;0;0
RUE;2022050904;951.8;11.9;0;0
RUE;2022050905;952;11.8;0;0
RUE;2022050906;952.3;11.9;0;0
RUE;2022050907;952.6;12.2;0;0
RUE;2022050908;952.7;13.6;0;0.4
RUE;2022050909;952.9;14.6;0;0.7
RUE;2022050910;953.1;16;0;0.6
RUE;2022050911;952.9;17.4;0;1
RUE;2022050912;952.7;18.4;0;1
RUE;2022050913;952.3;19;0;1
RUE;2022050914;951.9;19.8;0;1
RUE;2022050915;951.5;20;0;0.9
RUE;2022050916;951.2;19.8;0;0.9
RUE;2022050917;951.2;19.5;0;0.9
RUE;2022050918;951.4;18.9;0;0.7
RUE;2022050919;951.6;17.9;0;0
RUE;2022050920;952;16.1;0;0
RUE;2022050921;952.2;15.8;0;0
RUE;2022050922;952.1;14.4;0;0
RUE;2022050923;951.9;14.6;0;0
RUE;2022051000;951.8;13.7;0;0
RUE;2022051001;951.8;13.1;0;0
RUE;2022051002;951.5;13.2;0;0
RUE;2022051003;951.2;13;0;0
RUE;2022051004;951.2;12.6;0;0
RUE;2022051005;951.1;12.1;0;0.3
RUE;2022051006;951.2;13.4;0;1
RUE;2022051007;951.5;15.4;0;1
RUE;2022051008;951.6;16.7;0;1
RUE;2022051009;951.6;18;0;1
RUE;2022051010;951.5;19.2;0;1
RUE;2022051011;951.4;20.1;0;0.9
RUE;2022051012;951;20.8;0;0.8
RUE;2022051013;950.5;21.4;0;0.7
RUE;2022051014;950;22;0;0.9
RUE;2022051015;949.5;21.5;0;0.1
RUE;2022051016;949.1;21.8;0;0.2
RUE;2022051017;948.9;21.3;0;0.2
RUE;2022051018;948.8;20.4;0;0
RUE;2022051019;949;19.3;0;0
RUE;2022051020;949.1;18.4;0;0
RUE;2022051021;949.3;18;0;0
RUE;2022051022;949.3;17.8;0;0
RUE;2022051023;949.2;17.2;0;0
RUE;2022051100;948.9;16.9;0;0
RUE;2022051101;948.5;16.3;0;0
RUE;2022051102;948.2;16.3;0;0
RUE;2022051103;948;16.2;0;0
RUE;2022051104;948;16.5;0;0
RUE;2022051105;948;15.7;0;0.4
RUE;2022051106;948.2;16.6;0;1
RUE;2022051107;948.3;19;0;1
RUE;2022051108;948.1;20.1;0;1
RUE;2022051109;948.1;21.6;0;1
RUE;2022051110;947.9;22.4;0;1
RUE;2022051111;947.6;23.5;0;1
RUE;2022051112;947.1;24;0;1
RUE;2022051113;946.5;24.9;0;1
RUE;2022051114;946.1;25.3;0;1
RUE;2022051115;945.8;25.2;0;0.9
RUE;2022051116;945.7;24.5;0;0.7
RUE;2022051117;945.7;23.9;0;0.7
RUE;2022051118;945.6;23.6;0;0.6
RUE;2022051119;945.9;22.3;0;0.2
RUE;2022051120;946.5;22.2;0;0
RUE;2022051121;946.9;20.2;0;0
RUE;2022051122;946.9;20.7;0;0
RUE;2022051123;946.9;20.9;0;0
RUE;2022051200;947.1;21;0;0
RUE;2022051201;947.7;18.8;0;0
RUE;2022051202;947.8;18.2;0;0
RUE;2022051203;948.2;17.8;0;0
RUE;2022051204;948.5;17.1;0;0
RUE;2022051205;949.1;17.1;0;0.2
RUE;2022051206;949.7;16.7;0;1
RUE;2022051207;950.3;16.9;0;1
RUE;2022051208;950.4;17.8;0;1
RUE;2022051209;950.6;18.6;0;1
RUE;2022051210;950.4;20;0;1
RUE;2022051211;950.1;21;0;1
RUE;2022051212;949.6;21.9;0;1
RUE;2022051213;949.2;22.4;0;0.7
RUE;2022051214;948.8;22.5;0;0.6
RUE;2022051215;948.4;22.6;0;0.5
RUE;2022051216;949.1;20.4;0.1;0.1
RUE;2022051217;949.2;17;0.3;0
RUE;2022051218;949.2;17.2;0;0
RUE;2022051219;949.6;16.8;0;0
RUE;2022051220;950.1;16.7;0;0
RUE;2022051221;950.6;16.4;0;0
RUE;2022051222;951;16.3;0;0
RUE;2022051223;951.2;15.6;0.2;0
RUE;2022051300;950.8;14.9;0.5;0
RUE;2022051301;950.2;15.5;0;0
RUE;2022051302;949.9;15.7;0;0
RUE;2022051303;950;15.2;0;0
RUE;2022051304;950;15.3;0;0
RUE;2022051305;950.1;14.9;0;0
RUE;2022051306;950.3;14.8;0.1;0
RUE;2022051307;950.6;15.1;0;0
RUE;2022051308;950.9;15.3;0;0
RUE;2022051309;951.4;14.9;1;0
RUE;2022051310;951.7;14.3;0;0.1
RUE;2022051311;951.4;15.8;0.2;0.2
RUE;2022051312;951.4;16.3;0;0.6
RUE;2022051313;951.3;16.3;0;0
RUE;2022051314;951;18;0;0.4
RUE;2022051315;950.8;18.5;0;0.4
RUE;2022051316;950.6;18;0;0.2
RUE;2022051317;950.7;17.3;0;0
RUE;2022051318;950.6;16.6;0;0
RUE;2022051319;950.8;16.1;0;0
RUE;2022051320;951;15.2;0;0
RUE;2022051321;951.2;15;0;0
RUE;2022051322;951.3;14.9;0;0
RUE;2022051323;951.2;14.7;0;0
RUE;2022051400;950.9;14.1;0;0
RUE;2022051401;950.8;14.2;0;0
RUE;2022051402;950.7;14.2;0;0
RUE;2022051403;950.5;13.4;0;0
RUE;2022051404;950.4;12.7;0;0
RUE;2022051405;950.5;12.4;0;0.2
RUE;2022051406;950.7;13.2;0;1
RUE;2022051407;950.9;14.6;0;1
RUE;2022051408;951;15.6;0;0.9
RUE;2022051409;950.8;16.6;0;1
RUE;2022051410;950.7;17.9;0;0.8
RUE;2022051411;950.6;18.5;0;0.8
RUE;2022051412;950.3;19.7;0;0.9
RUE;2022051413;949.9;20.4;0;1
RUE;2022051414;949.4;21.1;0;1
RUE;2022051415;948.9;21.4;0;1
RUE;2022051416;948.7;21.3;0;1
RUE;2022051417;948.6;20.7;0;1
RUE;2022051418;948.5;20;0;1
RUE;2022051419;948.5;19.1;0;0.1
RUE;2022051420;948.6;17.4;0;0
RUE;2022051421;948.9;17;0;0
RUE;2022051422;948.8;16.6;0;0
RUE;2022051423;948.5;15.7;0;0
RUE;2022051500;948.4;15.4;0;0
RUE;2022051501;948.1;15.3;0;0
RUE;2022051502;947.8;14.8;0;0
RUE;2022051503;947.7;13.9;0;0
RUE;2022051504;947.7;13.5;0;0
RUE;2022051505;947.9;13.4;0;0.5
RUE;2022051506;947.9;14.6;0;1
RUE;2022051507;948;16.1;0;1
RUE;2022051508;947.8;17.8;0;1
RUE;2022051509;947.5;19.7;0;1
RUE;2022051510;947.6;21.1;0;1
RUE;2022051511;947.4;22;0;1
RUE;2022051512;947;23.1;0;1
RUE;2022051513;946.5;23.7;0;1
RUE;2022051514;946.1;24.4;0;1
RUE;2022051515;945.6;24.9;0;1
RUE;2022051516;945.2;24.8;0;1
RUE;2022051517;944.8;24.2;0;1
RUE;2022051518;944.9;22.9;0;0.1
RUE;2022051519;945.2;22.5;0;0
RUE;2022051520;945.8;21.4;0;0
RUE;2022051521;946.7;19.8;0;0
RUE;2022051522;946.6;18.9;0;0
RUE;2022051523;946.9;18.7;0;0
RUE;2022051600;947.2;17.9;0;0
RUE;2022051601;946.9;17.6;0;0
RUE;2022051602;946.6;16.7;0;0
RUE;2022051603;946.6;17.2;0;0
RUE;2022051604;947;16.6;0;0
RUE;2022051605;947.5;17.1;0;0.1
RUE;2022051606;948.2;17.6;0;0.4
RUE;2022051607;948.9;19.1;0;1
RUE;2022051608;949.5;19.8;0;0.8
RUE;2022051609;949.9;19.8;0;0.8
RUE;2022051610;950.2;19.3;0;0.6
RUE;2022051611;950.1;19.6;0;0.1
RUE;2022051612;950;19.9;0;0.5
RUE;2022051613;949.8;19.1;0.7;0.2
RUE;2022051614;949.7;19.2;1.6;0.5
RUE;2022051615;949.7;20;0;0.7
RUE;2022051616;949.4;20.8;0;1
RUE;2022051617;949.3;20.8;0;1
RUE;2022051618;949.6;20.1;0;1
RUE;2022051619;950.1;19.1;0;0.3
RUE;2022051620;950.8;18;0;0
RUE;2022051621;951.3;17.2;0;0
RUE;2022051622;951.4;17.2;0;0
RUE;2022051623;951.3;16.5;0;0
RUE;2022051700;951.2;16.7;0;0
RUE;2022051701;950.9;16;0;0
RUE;2022051702;950.6;14.9;0;0
RUE;2022051703;950.5;13.9;0;0
RUE;2022051704;950.5;13.6;0;0
RUE;2022051705;950.7;13.9;0;0.3
RUE;2022051706;951.1;15;0;0.5
RUE;2022051707;951.3;16.5;0;1
RUE;2022051708;951.5;18.1;0;1
RUE;2022051709;951.4;19.3;0;1
RUE;2022051710;951.2;20.5;0;1
RUE;2022051711;950.9;21.3;0;1
RUE;2022051712;950.4;22;0;1
RUE;2022051713;950;22.8;0;1
RUE;2022051714;949.5;23;0;1
RUE;2022051715;949.1;23.3;0;1
RUE;2022051716;948.9;23.1;0;1
RUE;2022051717;948.8;22.8;0;1
RUE;2022051718;948.9;21.8;0;1
RUE;2022051719;949.1;20.5;0;0.3
RUE;2022051720;949.5;19.6;0;0
RUE;2022051721;949.9;19.4;0;0
RUE;2022051722;950.1;18.2;0;0
RUE;2022051723;950.2;17.2;0;0
RUE;2022051800;950.2;16.5;0;0
RUE;2022051801;950.3;16.2;0;0
RUE;2022051802;950.5;15.6;0;0
RUE;2022051803;950.7;15.2;0;0
RUE;2022051804;951;15.8;0;0
RUE;2022051805;951.3;15.8;0;0.6
RUE;2022051806;951.8;16.6;0;1
RUE;2022051807;952;17.9;0;1
RUE;2022051808;952;19.1;0;1
RUE;2022051809;952;20.4;0;1
RUE;2022051810;951.9;22;0;1
RUE;2022051811;951.6;22.9;0;1
RUE;2022051812;951.1;24;0;1
RUE;2022051813;950.8;24.4;0;1
RUE;2022051814;950.6;25;0;1
RUE;2022051815;950.1;25.3;0;1
RUE;2022051816;949.7;25.3;0;1
RUE;2022051817;949.6;25;0;1
RUE;2022051818;949.6;23.9;0;1
RUE;2022051819;949.6;22.5;0;0.3
RUE;2022051820;949.7;21;0;0
RUE;2022051821;949.9;20.9;0;0
RUE;2022051822;950.2;19.6;0;0
RUE;2022051823;950.3;18.7;0;0
RUE;2022051900;950.3;17.7;0;0
RUE;2022051901;950.3;17.2;0;0
RUE;2022051902;950.2;16.8;0;0
RUE;2022051903;950.4;16.6;0;0
RUE;2022051904;950.4;16.3;0;0
RUE;2022051905;950.8;16.3;0;0
RUE;2022051906;951.4;17.1;0;0.9
RUE;2022051907;951.8;19.5;0;1
RUE;2022051908;952.1;22;0;1
RUE;2022051909;952;24.3;0;1
RUE;2022051910;951.9;25.4;0;1
RUE;2022051911;951.7;26.3;0;1
RUE;2022051912;951.3;27;0;1
RUE;2022051913;951.1;27.8;0;0.9
RUE;2022051914;952;23.3;0;0.3
RUE;2022051915;951.7;24.2;0;0.8
RUE;2022051916;951.7;24.6;0;0.4
RUE;2022051917;951.8;23.8;0;0.1
RUE;2022051918;951.5;24.1;0;0.8
RUE;2022051919;951.9;22.4;0;0.2
RUE;2022051920;952;21.5;0;0
RUE;2022051921;952.3;20.8;0;0
RUE;2022051922;952.6;20.4;0;0
RUE;2022051923;952.7;20.4;0;0
RUE;2022052000;952.7;20.5;0;0
RUE;2022052001;952.7;19.7;0;0
RUE;2022052002;952.4;19.1;0;0
RUE;2022052003;952.1;19.9;0;0
RUE;2022052004;951.9;20.3;0;0
RUE;2022052005;951.9;19.8;0;0.4
RUE;2022052006;952;20.2;0;1
RUE;2022052007;952.2;21.4;0;1
RUE;2022052008;952.2;22.4;0;0.9
RUE;2022052009;951.8;22.8;0;0.7
RUE;2022052010;951.3;25;0;0.9
RUE;2022052011;950.6;24.6;0;0.3
RUE;2022052012;950;26.7;0;1
RUE;2022052013;949.1;28.2;0;1
RUE;2022052014;948.4;29;0;1
RUE;2022052015;947.9;29.3;0;1
RUE;2022052016;948.5;27.7;0;0.8
RUE;2022052017;948.6;26.5;0;0.3
RUE;2022052018;948.5;25.4;0;0.5
RUE;2022052019;948.5;23.8;0;0.1
RUE;2022052020;949.4;23.8;0;0
RUE;2022052021;950.3;23.9;0;0
RUE;2022052022;950.7;22.5;0;0
RUE;2022052023;951.5;20.1;0;0
RUE;2022052100;952;17.3;2.7;0
RUE;2022052101;952.1;16.8;3.1;0
RUE;2022052102;952.4;16.4;0.1;0
RUE;2022052103;952.5;15.9;0;0
RUE;2022052104;952.5;15.3;0;0
RUE;2022052105;952.7;14.7;0;0
RUE;2022052106;952.8;14.6;0;0.2
RUE;2022052107;952.9;15;0;0.1
RUE;2022052108;953.1;15.8;0;0.3
RUE;2022052109;952.8;16.9;0;0.8
RUE;2022052110;952.5;17.7;0;0.6
RUE;2022052111;952.2;18.8;0;0.7
RUE;2022052112;951.9;20.2;0;1
RUE;2022052113;951.6;20.6;0;1
RUE;2022052114;951.3;21.2;0;1
RUE;2022052115;950.8;21.1;0;0.9
RUE;2022052116;950.1;21.1;0;1
RUE;2022052117;949.6;20.5;0;1
RUE;2022052118;949;20;0;1
RUE;2022052119;948.7;19.2;0;0.4
RUE;2022052120;948.6;17.7;0;0
RUE;2022052121;948.7;17;0;0
RUE;2022052122;948.7;16.5;0;0
RUE;2022052123;948.6;16.2;0;0
RUE;2022052200;948.1;15.3;0;0
RUE;2022052201;947.8;14.2;0;0
RUE;2022052202;947.6;13.5;0;0
RUE;2022052203;947.2;13.1;0;0
RUE;2022052204;946.8;12.4;0;0
RUE;2022052205;946.5;12.5;0;0
RUE;2022052206;946.1;13.5;0;0
RUE;2022052207;946;14.6;0;0
RUE;2022052208;946.1;15.7;0;0
RUE;2022052209;945.8;16.3;0;0
RUE;2022052210;945.2;17.7;0;0.3
RUE;2022052211;944.8;19.4;0;0.3
RUE;2022052212;944;20.4;0;0.5
RUE;2022052213;943.2;21.3;0;0.6
RUE;2022052214;942.7;22;0;0.5
RUE;2022052215;942.1;22.7;0;0.9
RUE;2022052216;942;22.4;0;0.4
RUE;2022052217;942.2;21.5;0;0
RUE;2022052218;940.9;20.8;0;0
RUE;2022052219;940.3;20.1;0;0
RUE;2022052220;940.2;19.2;0;0
RUE;2022052221;940;18.1;0;0
RUE;2022052222;939.9;17.6;0;0
RUE;2022052223;939.8;17.1;0;0
RUE;2022052300;939;17;0;0
RUE;2022052301;938.4;16.8;0;0
RUE;2022052302;938;17.3;0;0
RUE;2022052303;937.5;17.1;0;0
RUE;2022052304;938.5;16.5;0.1;0
RUE;2022052305;937.7;16.7;0;0
RUE;2022052306;937.2;17.6;0;0
RUE;2022052307;936.8;18.7;0;0.1
RUE;2022052308;936.3;19.9;0;0.1
RUE;2022052309;936;21.3;0;0.3
RUE;2022052310;937.2;18.4;0.5;0
RUE;2022052311;937.2;17.9;0;0.5
RUE;2022052312;936.4;20.9;0;0.8
RUE;2022052313;935.4;21.8;0;0.6
